 Barret	Speaker	BarretThe planet's dyin', Cloud!	Cloud	Referent
 Cloud	Speaker	CloudNanaki......You want to see everyone in Cosmo Canyon again?	Nanaki	Referent
 Cloud	Speaker	CloudWe'll beat Sephiroth...Then, if we don't release the power of Holy in seven days......There won't be a planet left to protect.If we can't beat Sephiroth...It's as good as death for us.We'll just go a few days sooner than the rest who'll die from Meteor.	Sephiroth	Referent
 Cloud	Speaker	CloudNo!What I meant was...What are we all fighting for? I want us all to understand that.Save the planet... for the future of the planet... Sure, that's all fine.But really, is that really how it is?For me, this is a personal feud.I want to beat Sephiroth. And settle my past.Saving the planet just happens to be part of that.I've been thinking.I think we all are fighting for ourselves.For ourselves... and that someone... something... whatever it is, that's important to us.That's what we're fighting for.That's why we keep up this battle for the planet.	Sephiroth	Referent
 Cloud	Speaker	CloudWhat are you going to do, Tifa?	Tifa	Referent
 Cloud	Speaker	Cloud.........Tifa......	Tifa	Referent
 Cloud	Speaker	If Cloud has favored Tifa...	Cloud	Referent
 Cloud	Speaker	If Cloud has favored Tifa...	Tifa	Referent
 Cloud	Speaker	CloudI dunno... But...Whether they are or not, we still have to do what we can. And believe in ourselves...I'll find the answer someday. Right, Tifa?That's what I learned from you when I was in the Lifestream.	Tifa	Referent
 Cloud	Speaker	CloudHey Tifa...... I...... There are a lot of things I wanted to talk to you about.But now that we're together like this, I don't know what I really wanted to say...I guess nothing's changed at all... Kind of makes you want to laugh...	Tifa	Referent
 Cloud	Speaker	CloudSorry. Did I wake you...? It's almost dawn, Tifa.	Tifa	Referent
 Cloud	Speaker	If Cloud has favored one of the others...	Cloud	Referent
 Cloud	Speaker	CloudI see......I think I've heard about it, too.At that time, it was Tifa's voice......	Tifa	Referent
 Cloud	Speaker	CloudMorning, Tifa. It's almost dawn...	Tifa	Referent
 Cloud	Speaker	CloudIt's all right, Tifa. You said so yourself yesterday.At least we don't have to go on alone.	Tifa	Referent
 Cloud	Speaker	CloudBarret! Cid!	Barret	Referent
 Cloud	Speaker	CloudBarret! Cid!	Cid	Referent
 Cloud	Speaker	CloudNanaki!	Nanaki	Referent
 Cloud	Speaker	CloudVincent!	Vincent	Referent
 Cloud	Speaker	CloudWelcome back, Yuffie.	Yuffie	Referent
 Cloud	Speaker	Cloud......Aerith.She was smiling to the end.We have to do something, or that smile will just freeze like that.Let's all go together.Memories of Aerith......Although she should've returned to the planet by now, something stopped her and now she's stuck......We've got to let go of Aerith's memory.	Aerith	Referent
 Cloud	Speaker	CloudI'm counting on you, Cid.	Cid	Referent
 Cloud	Speaker	CloudThis is our last battle.Our target is the North Cave. Our enemy is...... Sephiroth!So let's move out!	Sephiroth	Referent
 Cloud	Speaker	CloudWe're almost to the North Cave! We're on our way, Sephiroth!	Sephiroth	Referent
 Cloud	Speaker	CloudWhat is it, Cid?	Cid	Referent
 Cloud	Speaker	CloudYou mean Boss...... Tseng? That wasn't us. Sephiroth did it.	Tseng	Referent
 Cloud	Speaker	CloudYou mean Boss...... Tseng? That wasn't us. Sephiroth did it.	Sephiroth	Referent
 Cloud	Speaker	CloudI'm not lying... it was Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	If Cloud dodges Elena's punch...	Cloud	Referent
 Cloud	Speaker	If Cloud dodges Elena's punch...	Elena	Referent
 Cloud	Speaker	If Cloud doesn't dodge...	Cloud	Referent
 Cloud	Speaker	If you obtained and used the Beat-up Useless Old Key as Tifa...	Tifa	Referent
 Cloud	Speaker	CloudThe gates of Nibelheim... Five years ago, Sephiroth passed through these gates......And...... That's how it all started......	Sephiroth	Referent
 Cloud	Speaker	CloudYou mean that member of SOLDIER who came with Sephiroth wasn't...... Cloud......?	Sephiroth	Referent
 Cloud	Speaker	CloudYou mean that member of SOLDIER who came with Sephiroth wasn't...... Cloud......?	Cloud	Referent
 Cloud	Speaker	CloudTifa always used to be with this three-some.	Tifa	Referent
 Cloud	Speaker	CloudThanks, Tifa.Tell him what you told me, later. He'll probably be so happy.	Tifa	Referent
 Cloud	Speaker	CloudI don't remember the path I walked.Tifa missed her step. I ran to her... but didn't make it in time.Both of us fell off the cliff.Back then, I only scarred my knees but......	Tifa	Referent
 Cloud	Speaker	CloudTifa was in a coma for seven days.We all thought she wouldn't make it.If only I could've saved her...I was so angry... Angry at myself for my weakness.Ever since then, I felt Tifa blamed me...I got out of control... I'd get into fights not even caring who it was.	Tifa	Referent
 Cloud	Speaker	CloudThat was the first time I heard about Sephiroth.If I got strong like Sephiroth, then everyone might...	Sephiroth	Referent
 Cloud	Speaker	CloudIf I could just get stronger...... Then even Tifa would have to notice me......	Tifa	Referent
 Cloud	Speaker	CloudIt's not your fault, Tifa.	Tifa	Referent
 Cloud	Speaker	CloudSephiroth!!	Sephiroth	Referent
 Cloud	Speaker	CloudThen... this is goodbye, Tifa. Until we meet again......	Tifa	Referent
 Cloud	Speaker	CloudYeah...... Tifa...... We finally...... meet again......	Tifa	Referent
 Cloud	Speaker	CloudYeah, I guess so... Come on, Tifa. Let's go home......	Tifa	Referent
 Cloud	Speaker	CloudI'm physically built like someone in SOLDIER.Hojo's plan to clone Sephiroth wasn't that difficult.It was just the same procedure they use when creating members of SOLDIER.You see, someone in SOLDIER isn't simply exposed to Mako energy.Their bodies are actually injected with Jenova cells......For better or worse, only the strong can enter SOLDIER.It has nothing to do with the Jenova Reunion.But weak people...... like me, get lost in the whole thing.The combination of Jenova cells, Sephiroth's strong will, and my own weakness are what created me.Everyone knew that. I'm...... Cloud.......the master of my own illusionary world.But I can't remain trapped in an illusion any more......I'm going to live my life without pretending.	Sephiroth	Referent
 Cloud	Speaker	CloudI'm physically built like someone in SOLDIER.Hojo's plan to clone Sephiroth wasn't that difficult.It was just the same procedure they use when creating members of SOLDIER.You see, someone in SOLDIER isn't simply exposed to Mako energy.Their bodies are actually injected with Jenova cells......For better or worse, only the strong can enter SOLDIER.It has nothing to do with the Jenova Reunion.But weak people...... like me, get lost in the whole thing.The combination of Jenova cells, Sephiroth's strong will, and my own weakness are what created me.Everyone knew that. I'm...... Cloud.......the master of my own illusionary world.But I can't remain trapped in an illusion any more......I'm going to live my life without pretending.	Cloud	Referent
 Cloud	Speaker	CloudIt's like you always told me, Barret.	Barret	Referent
 Cloud	Speaker	Cloud......I really do understand, Yuffie. When I get sick on a flight, it's a real killer.When I was in SOLDIER, I completely forgot about my motion sickness.	Yuffie	Referent
 Cloud	Speaker	CloudI see! They're after Sephiroth! The crater on the Northern boundary!	Sephiroth	Referent
 Cloud	Speaker	CloudWhat happened to...... Sephiroth?Northern Cave...Let's go see what happened to it.	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth's energy barrier is gone......Cid! Can the Airship get inside?	Sephiroth	Referent
 Cloud	Speaker	CloudSephiroth's energy barrier is gone......Cid! Can the Airship get inside?	Cid	Referent
 Cloud	Speaker	CloudAt least remember my name! It's Cloud!	Cloud	Referent
 Cloud	Speaker	CloudSephiroth is your son!?	Sephiroth	Referent
 Cloud	Speaker	CloudI can't believe you're the one who did this...The illusionary crime against Sephiroth...	Sephiroth	Referent
 Cloud	Speaker	Cloud...This is the end.Aerith had the White Materia...But when Aerith died, it fell from the altar...That's why...... this is the end.	Aerith	Referent
 Cloud	Speaker	Cloud!?	Cloud	Referent
 Cloud	Speaker	Cloud...Aerith. Aerith has already prayed for Holy....After I gave up the Black Materia to Sephiroth...... Aerith' words came into my dreams...She said, she was the only one who could stop Sephiroth...... And to do that, there was a secret here...That was Holy...... That's why, she had the White Materia. Aerith knew about here... and what she had to do.Aerith has left us great hope. But, it cost her her life... her future...I'm sorry... Aerith. I should have figured this out sooner....You left us without saying a word...... It was all so sudden, so I couldn't think...That's why it took so long for me to find out... But, Aerith... I understand now.Aerith... I'll do the rest.	Sephiroth	Referent
 Cloud	Speaker	Cloud...Aerith. Aerith has already prayed for Holy....After I gave up the Black Materia to Sephiroth...... Aerith' words came into my dreams...She said, she was the only one who could stop Sephiroth...... And to do that, there was a secret here...That was Holy...... That's why, she had the White Materia. Aerith knew about here... and what she had to do.Aerith has left us great hope. But, it cost her her life... her future...I'm sorry... Aerith. I should have figured this out sooner....You left us without saying a word...... It was all so sudden, so I couldn't think...That's why it took so long for me to find out... But, Aerith... I understand now.Aerith... I'll do the rest.	Aerith	Referent
 Cloud	Speaker	CloudThank you... Aerith.Aerith' voice has already reached the Planet. Just look at the glow of the White Materia.But...... how about Holy? How come Holy isn't moving?Why?	Aerith	Referent
 Cloud	Speaker	Cloud......Him......He's the only one that could do it....Sephiroth. Where are you?	Sephiroth	Referent
 Cloud	Speaker	If Cid slows the train down in time...	Cid	Referent
 Cloud	Speaker	If Cid fails to slow the train down in time...	Cid	Referent
 Cloud	Speaker	CloudI remember Aerith a lot.No... not that.You haven't remembered.You haven't forgotten.That's not it...How would you say it... Aerith was right there all along. Right by our side.She was so close, we couldn't see her. What Aerith did... The words she left behind...	Aerith	Referent
 Cloud	Speaker	CloudShe said she was the only one who could stop Sephiroth's Meteor.	Sephiroth	Referent
 Cloud	Speaker	CloudWe don't know about it.What did Aerith know?Why did she face Sephiroth without running away?	Aerith	Referent
 Cloud	Speaker	CloudWe don't know about it.What did Aerith know?Why did she face Sephiroth without running away?	Sephiroth	Referent
 Cloud	Speaker	If Cloud makes it to Holzoff's house on his own...	Cloud	Referent
 Cloud	Speaker	If Cloud collapses before reaching the house...	Cloud	Referent
 Cloud	Speaker	CloudSephiroth took that energy and is trying to use Meteor.Next time the wound won't be so small.	Sephiroth	Referent
 Cloud	Speaker	If Tifa is in the party...	Tifa	Referent
 Cloud	Speaker	If Tifa is not in the party...	Tifa	Referent
 Cloud	Speaker	CloudSephiroth!!!This is the end!	Sephiroth	Referent
 Cloud	Speaker	CloudI'll explain later. Right now, the only thing I'm thinking about is beating Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	CloudHe's here. The real Sephiroth is just beyond here.It's both incredibly wicked and cruel...But it's releasing a powerfully strong will from deep within this planet's wound.	Sephiroth	Referent
 Cloud	Speaker	Cloud gives the Black Materia to Barret.	Cloud	Referent
 Cloud	Speaker	Cloud gives the Black Materia to Barret.	Barret	Referent
 Cloud	Speaker	Cloud gives the Black Materia to Nanaki.	Cloud	Referent
 Cloud	Speaker	Cloud gives the Black Materia to Nanaki.	Nanaki	Referent
 Cloud	Speaker	CloudCalm down, Tifa.Sephiroth is near. Anything could happen.	Tifa	Referent
 Cloud	Speaker	CloudCalm down, Tifa.Sephiroth is near. Anything could happen.	Sephiroth	Referent
 Cloud	Speaker	CloudThis is an illusion Sephiroth made up.He's trying to confuse us.It'll be all right. As long as we know it's an illusion, there's nothing to be afraid of.Come on, let's keep going.	Sephiroth	Referent
 Cloud	Speaker	Cloud...What's wrong, Tifa? I told you before, right?As long as we know that it's just an illusion, there's no need to be scared.	Tifa	Referent
 Cloud	Speaker	CloudSephiroth! I know you're listening! I know what you want to say!That I wasn't in Nibelheim five years ago.That's it, isn't it?	Sephiroth	Referent
 Cloud	Speaker	CloudWhat's wrong, Tifa? I'm not affected by it....I wasn't paying attention to him.	Tifa	Referent
 Cloud	Speaker	Cloud...Tifa? Is Sephiroth right?	Tifa	Referent
 Cloud	Speaker	Cloud...Tifa? Is Sephiroth right?	Sephiroth	Referent
 Cloud	Speaker	CloudWhy are you so scared? Don't worry about me. I'm all right.No matter how confused I am, I'll never believe a word that Sephiroth says.It's true that sometimes I can't figure out who I am.There's a lot of things muddled up in my memories.But, Tifa......But you said, 'Long time no see, Cloud' right?Those words will always support me.I am the one you grew up with. I'm Cloud of Nibelheim.No matter how much I lose faith in myself, that is the truth.That's why you shouldn't be so scared.No matter what anyone else says to me, it's your attitude that counts...	Sephiroth	Referent
 Cloud	Speaker	CloudWhy are you so scared? Don't worry about me. I'm all right.No matter how confused I am, I'll never believe a word that Sephiroth says.It's true that sometimes I can't figure out who I am.There's a lot of things muddled up in my memories.But, Tifa......But you said, 'Long time no see, Cloud' right?Those words will always support me.I am the one you grew up with. I'm Cloud of Nibelheim.No matter how much I lose faith in myself, that is the truth.That's why you shouldn't be so scared.No matter what anyone else says to me, it's your attitude that counts...	Tifa	Referent
 Cloud	Speaker	CloudWhy are you so scared? Don't worry about me. I'm all right.No matter how confused I am, I'll never believe a word that Sephiroth says.It's true that sometimes I can't figure out who I am.There's a lot of things muddled up in my memories.But, Tifa......But you said, 'Long time no see, Cloud' right?Those words will always support me.I am the one you grew up with. I'm Cloud of Nibelheim.No matter how much I lose faith in myself, that is the truth.That's why you shouldn't be so scared.No matter what anyone else says to me, it's your attitude that counts...	Cloud	Referent
 Cloud	Speaker	CloudWhat's not? Aren't I the same Cloud you grew up with?	Cloud	Referent
 Cloud	Speaker	CloudShut up... Sephiroth.	Sephiroth	Referent
 Cloud	Speaker	CloudI... should be in the picture.Even if I'm not in there, no worry. This is just an illusory world Sephiroth made up.	Sephiroth	Referent
 Cloud	Speaker	Cloud...Just as I thought.This picture's a fake. The truth is in my memory....Five years ago, I came back to Nibelheim, to inspect the reactor. I was sixteen.The town hadn't changed at all. What did I do...? Oh yeah...I saw my mom. I saw the people in town.Yeah, I went to Tifa's room. There, I...I played the piano!I looked in the drawers!I read the letter addressed to Tifa!I spent the night and went to the reactor in Mt. Nibel. I was excited about it.Because that was my first mission after becoming First Class in SOLDIER.	Tifa	Referent
 Cloud	Speaker	CloudLet's go, Tifa. I'm... I'm all right.	Tifa	Referent
 Cloud	Speaker	CloudThanks... Barret. Where's the Black Materia?	Barret	Referent
 Cloud	Speaker	CloudEveryone, thanks for everything. And... I'm sorry....Sorry....Sorry.Especially you, Tifa. I'm really sorry.You've been so good to me...... I don't know what to say...I never lived up to being 'Cloud'.Tifa...... Maybe one day you'll meet the real 'Cloud'.	Tifa	Referent
 Cloud	Speaker	CloudEveryone, thanks for everything. And... I'm sorry....Sorry....Sorry.Especially you, Tifa. I'm really sorry.You've been so good to me...... I don't know what to say...I never lived up to being 'Cloud'.Tifa...... Maybe one day you'll meet the real 'Cloud'.	Cloud	Referent
 Cloud	Speaker	CloudNanaki... Is Bugenhagen...?	Nanaki	Referent
 Cloud	Speaker	CloudIt's all right, Tifa.	Tifa	Referent
 Cloud	Speaker	CloudNow don't any of you die on me.......Gotta get through to Sephiroth!	Sephiroth	Referent
 Cloud	Speaker	CloudWait! Sephiroth...	Sephiroth	Referent
 Cloud	Speaker	CloudBarret!?	Barret	Referent
 Cloud	Speaker	Cloud...Sephiroth!!	Sephiroth	Referent
 Cloud	Speaker	Cloud...Holy...... Holy... is there......The Holy is shining......Aerith's prayer is shining......!	Aerith	Referent
 Cloud	Speaker	CloudAerith's memories... Our memories...We came... to tell you... our memories... Come Planet! Show us your answer!And Sephiroth!! To the settling of everything!!	Aerith	Referent
 Cloud	Speaker	CloudAerith's memories... Our memories...We came... to tell you... our memories... Come Planet! Show us your answer!And Sephiroth!! To the settling of everything!!	Sephiroth	Referent
 Wedge	Speaker	WedgeI'll secure the escape passage. Concentrate on the mission, Cloud.Geez, we're really gonna blow this huge furnace up? This'll be somethin' to see!	Cloud	Referent
 Wedge	Speaker	WedgeCloud never came.	Cloud	Referent
 Wedge	Speaker	WedgeHey, Barret! What about our money...?	Barret	Referent
 Wedge	Speaker	WedgeCloud!!	Cloud	Referent
 Wedge	Speaker	WedgeHey, Cloud!! You were great back there!	Cloud	Referent
 Wedge	Speaker	WedgeSomeday AVALANCHE's gonna be famous... and me, too!Cloud!!Don't ya think I got a bright future ahead of me?	Cloud	Referent
 Wedge	Speaker	WedgeOh man, that's pretty harsh, Cloud. You really think I won't?	Cloud	Referent
 Wedge	Speaker	WedgeCloud, this way. The reactor's up this ladder.	Cloud	Referent
 Wedge	Speaker	WedgeOh, Cloud!Tifa really knows how to cook. Mmm, mmm......Anyway, let me tell you somethin'	Cloud	Referent
 Wedge	Speaker	WedgeOh, Cloud!Tifa really knows how to cook. Mmm, mmm......Anyway, let me tell you somethin'	Tifa	Referent
 Wedge	Speaker	WedgeTifa always lets me taste her cooking.And look at me now, I'm rolly-polly.Don't know whether I should be happy or sad. But it's the good food and drinks that make this shop famous.	Tifa	Referent
 Wedge	Speaker	WedgeCloud...... ......forget it.	Cloud	Referent
 Wedge	Speaker	WedgeThe next mission will be to blow up the Sector 5 Reactor.Cloud, you're great! Don't you ever get nervous?Or are you like, impervious to feelings? Naw, that couldn't be it.	Cloud	Referent
 Wedge	Speaker	Wedge......Cloud.You say you don't care, but you came to talk to me.Cloud... You just want friends.Isn't that right?	Cloud	Referent
 Wedge	Speaker	Wedge......Cloud...... You remembered...... my name.Barret's up top. ...help him......An' Cloud... Sorry, I wasn't any help.	Barret	Referent
 Wedge	Speaker	Wedge......Cloud...... You remembered...... my name.Barret's up top. ...help him......An' Cloud... Sorry, I wasn't any help.	Cloud	Referent
 Flower Girl	Speaker	Flower GirlJust a little longer.Oh!Now that you mention it......We don't know each other's names, do we?My name is......I'm Aerith, the flower girl. Nice to meet you.	Aerith	Referent
 Redhead	Speaker	RedheadOh, it's you? I heard you and the Captain really made a BANG!I also heard that Rufus was so pissed off he went on a rampage and that no one's been able to get near him!	Rufus	Referent
 Redhead	Speaker	RedheadListen to me! Something really big's happening in Midgar.They were just saying on TV it was Rufus second strategy and...That big cannon's pointed due north...... You think the target's...... Sephiroth?	Rufus	Referent
 Redhead	Speaker	RedheadListen to me! Something really big's happening in Midgar.They were just saying on TV it was Rufus second strategy and...That big cannon's pointed due north...... You think the target's...... Sephiroth?	Sephiroth	Referent
 Redhead	Speaker	RedheadHey, listen to me! The Shinra troops are on the move.The TV news said Rufus came up with 2 plans. One, is to launch a rocket into space containing Huge Materia......Is Huge Materia really that destructive?	Rufus	Referent
 Redhead	Speaker	RedheadHey, listen to me! I heard the barrier protecting Sephiroth is gone!But with Rufus dead, the Shinra troops don't know what to do. Heidegger and Scarlet don't have what it takes to lead the troops......I really thought something was finally going to get done, but everything's the same... not a damn thing's changed!	Sephiroth	Referent
 Redhead	Speaker	RedheadHey, listen to me! I heard the barrier protecting Sephiroth is gone!But with Rufus dead, the Shinra troops don't know what to do. Heidegger and Scarlet don't have what it takes to lead the troops......I really thought something was finally going to get done, but everything's the same... not a damn thing's changed!	Rufus	Referent
 Soldier	Speaker	SoldierRufus has arrived! Preparation completed!	Rufus	Referent
 Soldier	Speaker	SoldierPresident Rufus... has now arrived!Ten... HUT!	Rufus	Referent
 Soldier	Speaker	SoldierHey, get to work!Both the new President Rufus and Heidegger are aboard this ship!If we do good, we could get promoted!	Rufus	Referent
 Soldier	Speaker	SoldierReno! Want him taken out?	Reno	Referent
 Soldier	Speaker	SoldierThere's no sign of Sephiroth, but I know I saw him go into this room...	Sephiroth	Referent
 Soldier	Speaker	SoldierSephiroth seems different.	Sephiroth	Referent
 Soldier	Speaker	SoldierThe Shinra Army's gathered at Midgar. Now it's just a matter of time Sephiroth's dead.What... me? I don't mind. I'll just wait here. My life is important to me.	Sephiroth	Referent
 Soldier	Speaker	SoldierEle... Elena!?	Elena	Referent
 Soldier	Speaker	SoldierMom... Tifa...... my town... give it back...I had so much respect for you... I admired you...	Tifa	Referent
 Soldiers	Speaker	SoldiersRufus--- Rufus Shinra----We---are---Shinra Company---- The new-----President------Oh----- Oh-----Shinra---------Oh-----Oh oh -----Shinra, Inc.Realization----of the new era--- New----President Ru--fusOh-----Oh oh -----Shinra, Inc.Building-----the new era------ Shinra-----forev---er---------	Rufus	Referent
 Soldiers	Speaker	SoldiersHe showed up two or three days ago, and killed a few of our soldiers.He disappeared right after that. There's a rumor going around that it was Sephiroth.	Sephiroth	Referent
 Soldiers	Speaker	SoldiersHey Reno, you just stepped on them!They're all ruined!You're gonna catch holy hell!	Reno	Referent
 Shinra Manager	Speaker	Shinra ManagerOh, oh, oh!!! I'm gonna quit this company!!I mean it, I'm really gonna quit!!Heidegger's such an idiot!!And Rufus, acting all big!!God, that sure felt good...	Rufus	Referent
 Aerith	Speaker	AerithThat girl in the cart was Tifa? Where was she going? She looked kind of odd...	Tifa	Referent
 Aerith	Speaker	AerithThis place is scary in a lot of ways. Especially for a girl. So we've got to find Tifa fast.	Tifa	Referent
 Aerith	Speaker	AerithHey, this look's like the Don's mansion. I'll go take a look.I'll tell Tifa about you.	Tifa	Referent
 Aerith	Speaker	AerithCloud, why don't you dress up like a girl? It's the only way.	Cloud	Referent
 Aerith	Speaker	AerithYou ARE worried about Tifa, aren't you? Them come on, hurry!	Tifa	Referent
 Aerith	Speaker	AerithHey!! Cloud!!	Cloud	Referent
 Aerith	Speaker	AerithAll right, we'll do something. Let's go, Cloud!	Cloud	Referent
 Aerith	Speaker	AerithCloud, you wait over there for a second. I'll try and talk to him.Why don't you go over there and have something to drink.	Cloud	Referent
 Aerith	Speaker	AerithWalk more nicely like... this. Miss Cloud.	Cloud	Referent
 Aerith	Speaker	AerithOh you're so cute, Miss Cloud.Aaah, I want one. Do you have one that'll look good on me too?	Cloud	Referent
 Aerith	Speaker	AerithGet a hold of yourself, Ms. Cloud.	Cloud	Referent
 Aerith	Speaker	AerithNow's our chance. Let's find Tifa.	Tifa	Referent
 Aerith	Speaker	Aerith...Tifa?Nice to meet you. I'm Aerith.Cloud's told me a lot about you.	Tifa	Referent
 Aerith	Speaker	Aerith...Tifa?Nice to meet you. I'm Aerith.Cloud's told me a lot about you.	Aerith	Referent
 Aerith	Speaker	Aerith...Tifa?Nice to meet you. I'm Aerith.Cloud's told me a lot about you.	Cloud	Referent
 Aerith	Speaker	AerithRight, with Cloud.	Cloud	Referent
 Aerith	Speaker	AerithPoor Cloud, having to stand here and listen to both of us call him nothing.Right, Cloud?	Cloud	Referent
 Aerith	Speaker	AerithOh? So it's all right for Tifa to be in danger?	Tifa	Referent
 Aerith	Speaker	AerithCall me Aerith.	Aerith	Referent
 Aerith	Speaker	AerithCloud!!	Cloud	Referent
 Aerith	Speaker	AerithCloud, hurry!	Cloud	Referent
 Aerith	Speaker	AerithYou think Rufus is thinking about crossing the ocean from here, too?What? Does that mean Sephiroth already crossed the ocean?	Rufus	Referent
 Aerith	Speaker	AerithYou think Rufus is thinking about crossing the ocean from here, too?What? Does that mean Sephiroth already crossed the ocean?	Sephiroth	Referent
 Aerith	Speaker	AerithYeah, better leave it to Cloud!	Cloud	Referent
 Aerith	Speaker	AerithHey! It's Tseng!	Tseng	Referent
 Aerith	Speaker	Aerith...Tseng's with our enemy, the Turks, but I've known him since we were little...There's not a lot of people I can say that about. In fact, there are probably only a handful of people in the world who really know me.	Tseng	Referent
 Aerith	Speaker	Aerith...Cloud! I know it's going to be tough, but...Don't give up! We can do it!	Cloud	Referent
 Aerith	Speaker	AerithWhew! We finally caught up to you.I'm sorry. You waited for me.Those are the spirit bodies of the Ancients.They've been away from their Planet for a long time to protect this Temple.Over the many years, they've lost the ability to talk.Actually, they didn't need words from the beginning because there was only one objective for those left in the Temple.Please, talk to me!No good. I don't understand the rest. Are you afraid...?Is it because Sephiroth is in the Temple? Or something else?	Sephiroth	Referent
 Aerith	Speaker	AerithOh no... Cloud. Come quick!!Hurry, this way!	Cloud	Referent
 Aerith	Speaker	AerithWait, Cloud!	Cloud	Referent
 Aerith	Speaker	AerithCloud!!	Cloud	Referent
 Aerith	Speaker	AerithCloud!! Get a hold of yourself!	Cloud	Referent
 Aerith	Speaker	Aerith...Cloud.	Cloud	Referent
 Aerith	Speaker	Aerith...It's nothing so don't worry about it.Right, Cloud! It's nothing.	Cloud	Referent
 Aerith	Speaker	AerithSephiroth got away.	Sephiroth	Referent
 Aerith	Speaker	Aerith...this must be magic. Just what Sephiroth was saying.The Ultimate Destructive Magic, Meteor.It finds small drifting planets with its magic.And then collides with them. This Planet might get wiped out entirely...	Sephiroth	Referent
 Aerith	Speaker	AerithHey!...Black Materia.What should we do, Cloud?	Cloud	Referent
 Aerith	Speaker	AerithCloud...... behind you.	Cloud	Referent
 Aerith	Speaker	AerithCait Sith...Come on, Cloud... Say something.	Cait Sith	Referent
 Aerith	Speaker	AerithCait Sith...Come on, Cloud... Say something.	Cloud	Referent
 Aerith	Speaker	AerithHmm, let's see how compatible Cloud and I are!	Cloud	Referent
 Aerith	Speaker	AerithBe strong Cait Sith!!	Cait Sith	Referent
 Aerith	Speaker	AerithSephiroth is different. He's not an Ancient.	Sephiroth	Referent
 Aerith	Speaker	AerithCloud, are you all right?	Cloud	Referent
 Aerith	Speaker	AerithCloud... be strong, OK?	Cloud	Referent
 Aerith	Speaker	AerithCloud... you haven't done anything.It's not your fault.	Cloud	Referent
 Aerith	Speaker	AerithCloud, can you hear me?	Cloud	Referent
 Aerith	Speaker	AerithOh...Then, why don't you REALLY worry about it?And let me handle Sephiroth.	Sephiroth	Referent
 Aerith	Speaker	AerithThis forest leads to the City of the Ancients... and is called the Sleeping Forest.It's only a matter of time before Sephiroth uses Meteor.That's why I'm going to protect it. Only a survivor of the Cetra, like me, can do it.	Sephiroth	Referent
 Aerith	Speaker	AerithI wonder what he wants to show Nanaki...?	Nanaki	Referent
 Aerith	Speaker	AerithSo this is it, Nanaki...	Nanaki	Referent
 Aerith	Speaker	AerithYuffie, did you by any chance...	Yuffie	Referent
 Aerith	Speaker	AerithHey... where's Yuffie...?	Yuffie	Referent
 Aerith	Speaker	AerithHey!! Barret!!	Barret	Referent
 Aerith	Speaker	AerithCloud, what should we do? Barret's not his normal self.	Cloud	Referent
 Aerith	Speaker	AerithCloud, what should we do? Barret's not his normal self.	Barret	Referent
 Aerith	Speaker	AerithHey that's Cloud's line! '...It's too dangerous, I can't let you get involved...' blah, blah, blah...	Cloud	Referent
 Aerith	Speaker	AerithWe saw you and hurried here. Barret, just tell us what's going on.	Barret	Referent
 Aerith	Speaker	AerithBarret, this isn't the end.	Barret	Referent
 Aerith	Speaker	AerithThat's easier to understand. It's you, Barret.	Barret	Referent
 Aerith	Speaker	AerithYes, good luck, Cloud.	Cloud	Referent
 Aerith	Speaker	AerithCloud, isn't this great!? The assistant manager just stopped by and dropped off a 'buggy' for you!Now you can go over 'deserts' and 'rivers' no problem.OK, Cloud. I'll be waiting outside.	Aerith	Referent
 Aerith	Speaker	AerithCloud, isn't this great!? The assistant manager just stopped by and dropped off a 'buggy' for you!Now you can go over 'deserts' and 'rivers' no problem.OK, Cloud. I'll be waiting outside.	Cloud	Referent
 Aerith	Speaker	Aerith...so what are you saying? That I should be grateful to Sephiroth?	Sephiroth	Referent
 Aerith	Speaker	AerithWow! Let's have fun!I know this isn't the right time to do this.Hey, Barret, cheer up!	Barret	Referent
 Aerith	Speaker	AerithCloud!Don't go alone, go with me!	Cloud	Referent
 Aerith	Speaker	AerithWow, how nice.Oh! Look, Cloud.It's so pretty.Cloud!Wow!	Cloud	Referent
 Aerith	Speaker	AerithWhat are we going to do, Cloud?	Cloud	Referent
 Aerith	Speaker	AerithCloud!? Where are you going?	Cloud	Referent
 Aerith	Speaker	AerithMom.Please don't cry.	Aerith	Referent
 Aerith	Speaker	AerithUmm...... It's me Aerith.Hey, Cloud. Did you see the Airship at Junon?	Aerith	Referent
 Aerith	Speaker	AerithUmm...... It's me Aerith.Hey, Cloud. Did you see the Airship at Junon?	Cloud	Referent
 Aerith	Speaker	AerithHey, Cloud. Did you see Barret?I hope he's not doing anything stupid...	Cloud	Referent
 Aerith	Speaker	AerithHey, Cloud. Did you see Barret?I hope he's not doing anything stupid...	Barret	Referent
 Aerith	Speaker	AerithIs it really Sephiroth......?	Sephiroth	Referent
 Aerith	Speaker	AerithLook, Cloud!!	Cloud	Referent
 Aerith	Speaker	AerithHmm... I don't get it.Hey, Cloud. Can you explain it to us?	Cloud	Referent
 Aerith	Speaker	AerithLet's take it? OK, Cloud!	Cloud	Referent
 Aerith	Speaker	AerithI'm Aerith.	Aerith	Referent
 Aerith	Speaker	AerithCloud, help!	Cloud	Referent
